y,fzone,punt,kick,gofor
1,1,0.9975,0,0.0025
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9975,0,0.0025
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9995,0,0.0005
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.987,0,0.013
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.6985,0,0.3015
5,2,0.9945,0,0.0055
5,3,1,0,0
5,4,1,0,0
6,1,0.0335,0,0.9665
6,2,0.6105,0,0.3895
6,3,0.995,0,0.005
6,4,1,0,0
7,1,0,0,1
7,2,0,0,1
7,3,0.152,0,0.848
7,4,0.8595,0,0.1405
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0,1
9,4,0,0,1
10,1,0,0,1
10,2,0,0,1
10,3,0,0,1
10,4,0,0,1
