y,fzone,punt,kick,gofor
1,1,0.9975,0,0.0025
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.997,0,0.003
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9985,0,0.0015
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.982,0,0.018
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.6205,0,0.3795
5,2,0.99,0,0.01
5,3,1,0,0
5,4,1,0,0
6,1,0.0195,0,0.9805
6,2,0.548,0,0.452
6,3,0.9925,0,0.0075
6,4,1,0,0
7,1,0,0,1
7,2,0,0,1
7,3,0.126,0,0.874
7,4,0.838,0,0.162
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0,1
9,4,0,0,1
10,1,0,0,1
10,2,0,0,1
10,3,0,0,1
10,4,0,0,1
